sent1,sent2,score
when I am pretty excited about learning the stuff) I sit down for studying I find myself browsing irrelevant websites!,"If you're reading books on programming, of course you'll get bored!",0.0
Greece bond exchange the largest debt restructuring in history,Greece secures biggest debt deal in history,0.0
Kaichen appeared Wednesday in federal court on two bank robbery charges.,"She appeared in federal court Wednesday, but did not enter a plea.",0.0
Ask for and get something for free.,ask for and get free; be a parasite.,0.0
The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right for a government to dismiss its Constitution arbitrarily is the defining characteristic of a tyranny.,1.0
Large silver locomotive engine in a shed.,The silver train is parked in a station.,0.0
All gunmen in attack on Afghan presidential palace killed,Algeria: Belaid says he will continue presidential campaign,0.0
"Green's Dictionary of Slang offers two possibilities, either ""sexually involved with"" or ""interfering, involved with"".","All up in is generally used to refer to someone being overly nosey, annoying or disapproving.",0.0
Hawaii passes gay marriage bill,US Senate passes gay workers bill,0.0
"Er diab... "": At least 245 killed in Brazil nightclub fire """,Hundreds killed in Brazil nightclub fire,1.0
Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.,"SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.",0.0
"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached summits of the Turkish Government.,1.0
"the pie is getting larger, but your piece of it is shrinking too fast.",they are merely retaliating to whatever our politicians throw at them!,0.0
if it is in the same path as the bulb,When the switch and the bulb are contained in the same path,1.0
Venezuela's Chavez in Cuba for 3rd anti-cancer treatment,Venezuelan leader returning to Cuba for treatment,1.0
Can Livestrong survive Lance Armstrong doping admission ?,Livestrong has life after Lance,1.0
A woman is peeling an onion.,The woman is slicing green onions.,1.0
cause to be immersed in,cause to be hanging or suspended.,0.0
U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.",1.0
phil specter walked the first time.,it displaces more water than an aircraft carrier.,0.0
Obama Praises Mandela 'Inspiration',Obama hails Mandela's inspiration effect,1.0
A man is playing a ukulele.,A man is sitting and playing a small guitar.,0.0
A man with a bicycle at a coffee house.,Man walking bicycle to patio of a coffee shop.,1.0
therefore it's a false graph.,there was no surplus.,0.0
mike mcqueary is an interesting case in that he was practically raised to be a part of the penn state family.,i mean not even everyone in hk is a british national - only a proportion of the population are.,0.0
About 120 potential jurors were being asked to complete a lengthy questionnaire.,The jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire.,1.0
an approximated amount of something,a visual representation of something.,0.0
"US, Afghan govt to hold peace talks with Taliban",Pakistan holds direct talks with Taliban,0.0
slams guest over AR-15s,"Piers, guest clash over AR-15s",0.0
Google launches Internet-beaming balloons,Google begins launching Internet-beaming balloons,0.0
South Africa unites in prayer and song for Mandela,South Africans Embark on Day of ‚ÄėPrayer and Reflection‚Äô for Mandela,0.0
"the electrical states between the terminals is the same, resulting in 0",The terminals are in the same state.,1.0
A dog is looking into swimming pool.,A dog is walking along the edge of a pool.,0.0
its not recieving from either the negative or positive terminal,there is no gap between the terminals,0.0
a skateboarder doing a trick on a ramp,A skateboarder riding up to a slope.,0.0
The woman picked up the kangaroo.,A woman is carrying a kangaroo.,1.0
I can not refute the argument as it is perfectly sound.,"Yes, appeal to lack of evidence to the contrary has a name -> proof of burden.",0.0
i'm right there with you.,i'm having trouble with you analogy.,0.0
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh, 29, also faces charges of abuse of a body, and theft.",1.0
a and b are still contained in a closed path with the battery.,"If C burns out, then A and B are still in a closed path with the battery.",0.0
A boy rides a skateboard with a bike to his right.,A boy is doing tricks with his bike on the ramp.,0.0
Three dogs on grass running towards the camera.,Several large dogs are running through a large grassy area.,0.0
"""we cannot write history with laws.","""she's not sitting here"" he said.",0.0
Knowledge of foreign languages is accepted as a necessary precursor to mobility.,It is allowed that the knowledge of foreign languages is a necessary precondition with mobility.,1.0
Chris Froome Set For Tour De France Win,Chris Froome's 'Monumental' Tour De France Win,0.0
"yes, price is affected by increased costs, indirectly.",president obama has already in*creased this spending by 20 percent.,0.0
"Each time, radical improvements in technology made the threat evaporate.","Each time, radical technological progress made slip these threats.",1.0
"His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.","His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.",1.0
Floods in central Europe continue to create havoc,Europe floods continue to create havoc,1.0
Yemen suicide attack kills 7 soldiers: officials,Afghan suicide car bomb kills at least seven: officials,0.0
the act of shoving something away,the act of testing something.,0.0
Two cows standing in a large field.,The cow is grazing in a field.,0.0
Gusmao consolidates power in East Timor elections,Supreme Court possibilities if Romney wins election,0.0
the event of gradually vanishing from view,the event of fading and gradually vanishing from sight.,1.0
At least 45 killed in Spain train crash,At least 13 killed in triple car bombings in Iraq's Diyala,0.0
"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are confronted with a potential risk, it is important to put the precautionary principle into practice.",1.0
i stand by everything i have said on this thread.,"i was in iraq, everything is hot.",0.0
"an air force military unit, smaller than a squadron",an air force unit smaller than a squadron.,1.0
"this has never been a secular nation, ever.","ok, thanks for the explanation.",0.0
The people got off the train.,The people got off the train at the station.,1.0
"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","This is why I also think that this reconciliation can hold. However, the government, which very courageously found a solution with the question of the universities and many other problems, needs visible signs of the success as well as strong support, under penalty of seeing the peace threatened as a whole of the area.",1.0
China trade returns to surplus in March,Tense calm returns to south Tel Aviv,0.0
China stocks close lower on Wednesday,China treasury bond futures close mixed Wednesday,0.0
i can remember the oddest things but major events totally slip my mind.,i remember the anti-gypsy attitudes and actions in spain.,0.0
"Up to 21, mostly foreigners, killed in Kabul suicide attack",13 foreigners among 21 killed in Kabul restaurant attac...,0.0
New Australian PM Tony Abbott on his bike awaiting final vote count,Australian PM-elect Tony Abbott gets to grips with his new job,0.0
"discern, identify, or know because of a previous experience",be fully aware or cognizant of.,0.0
it is a open circuit,Terminal 4 and the positive battery terminal are in the same electrical state,0.0
A blue bird perched on a gloved hand.,A bird is perched on a person's gloved hand.,1.0
Switch Y is not on the path of bulb A.,There is no path containing both switch Y and bulb A,1.0
it was really weird to see such a thing on fox.,"it may not be the case, but it's something to think about.",0.0
My practice is to replace the initial preprint with the postprint as soon as it is accepted.,"I believe you should never include ""Submitted to Journal of Blah""; it conveys no information and it's tacky.",0.0
the arab league did not understand that a no fly zone can have different meanings if worded appropriately.,i didn't quite understand why my cousin wasn't like me and he didn't understand it either.,0.0
All the same methods of analysis that are used with spoken languages apply successfully to signed languages.,One idea that's been going around at least since the 80s is that you can distinguish between Holds and Moves.,0.0
"As Yashbhatt said, we can detect light: with our eyes (visible light only) and with special machines.","Light may account for a small portion of dark matter, but it is unlikely to account for most/all of it.",0.0
Literally and quantifiably raise in social rank or status.,"raise in rank, character, or status.",1.0
"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a continuation of the decline?,1.0
"The old version of the European response--what psychologists might call ""dollar envy""--will only become more acute.","The old version of the European response (what psychologists call ""the envy of the dollar 'only become more pervasive.",1.0
Five children buried alive in Bohol landslide,Nine children die in attack in Afghanistan attack,0.0
Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,1.0
"At Feira, the Council considered those countries participating in the Stabilisation and Association Process as potential applicants for membership of the European Union.","In Feira, he recognised the quality of potential candidates for accession to the countries participating in the stabilisation and association process.",1.0
Afghan police kill 5 Taliban fighters,"5 Taliban, 5 Afghan police killed in ambushes",0.0
"I have not heard of a language that lacks numbers entirely, and doubt one exists (happy to see proof though).",Would you count a language that has lost most of its (original) number system?,0.0
what are scientists who are educated in how to treat and prevent the problem going to do?,but there is nothing that you are willing to do that will rectify the problem.,0.0
Interesting Piece! Being Bin Laden  #films #zerodarkthirty,Op-Ed Contributor: I Played Osama bin Laden in ?Zero Dark Thirty?,1.0
China stocks close mixed Friday,China stocks open lower Friday,0.0
"In the second quarter, Anadarko now expects volume of 46 million BOE, down from 48 million BOE.",Production for the second quarter was cut to 46 million barrels from 48 million barrels.,1.0
so say those that ruined it.,"you say, ""good to the last drop.""",0.0
"and at the hospital, it seemed tomtake forever for them tomfind her on the fetal monitor; l was so scared!",i left the site determined to still love the man he once was to me and so i continue to listen to his records to this day.,0.0
because bulbs are connected to the negative terminal of the battery,"Terminals 1, 2 and 3 are connected to the negative battery terminal",0.0
"in short, she doesn't have a clue what she's talking about.",once the disaster finally ends he may speak out.,0.0
A more idiomatic paraphrase of ~(x)Bx is: not everything is a bird.,You've actually (perhaps unintentionally) asked a controversial question in the philosophy of logic.,0.0
A boy is blowing bubbles,A boy in blue is blowing bubbles.,0.0
The author is one of several defense experts expected to testify.,Spitz is expected to testify later for the defense.,0.0
Global online #education is a key to democratizing access to learning and overcoming societal ills such as poverty -,Op-Ed Columnist: Revolution Hits the Universities,0.0
Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.,Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.,0.0
"The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60.","The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.",0.0
A man puts three pieces of meat into a pan.,A man is putting meat in a pan.,1.0
assimilate into the mind or a situation,lift and reset in another soil or situation.,0.0
"Source say at least 150 "": At least 90 killed in Brazilian nightclub fire, officials say. """,Hundreds killed in Brazil nightclub fire,1.0
One witness told Anatolian he saw the plane on fire while it was still in the air.,One witness told the Anatolian news agency he saw the plane on fire in mid-air.,1.0
"Mosquitoes love me, so I've had opportunity to try many variations of repellent.",DEET can be harmful to the skin if you suffer from any skin disorders such as Eczema (as I do).,0.0
Sunday Times journalist Marie Colvin killed in Syria,"Sunday Times journalist, French photographer 'killed in Syria'",0.0
there would be a gap in the circuit,there is a gap in a circuit,1.0
EU extends sanctions against Russia,Nigeria drops arms trafficking charges against Russian sailors,0.0
"get your head out of ron paul's ass, will ya please.",you're talking about white house press releases.,0.0
"Yes, they are both different.",Opinions are different.,0.0
Stocks Little Changed in Early Trading,US Stocks Slip Early Ahead of Earnings Reports,0.0
This gross error is leading Russia to political ruin.,And this great mistake is Russia to ruin its policy.,1.0
When the switch is in the same path as the bulb.,When the switch and the bulb are contained in the same path,1.0
New major earthquake rocks southwest Pakistan,Moderate earthquake hits southern Pakistan,0.0
The man is playing the piano.,The man is playing the guitar.,0.0
Susan Boyle reveals she has Asperger‚Äôs,Susan Boyle tells British paper she has Asperger's,0.0
A black and white horned cow standing in a field.,A black and white photo of a cat sitting on a sofa.,0.0
But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.,"Nevertheless, I would like to say to the idea that we must not lose sight of the fact that the European Union does not believe that 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States.",1.0
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said.",1.0
if it disrupts the path of the bulb and the battery,When the switch and the bulb are contained in the same path,0.0
iran has noticeably increased the number of executions in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in ,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society.,1.0
A seated woman with short hair and a camera throws a Frisbee to a brown dog.,A woman who is sitting in a field listening to music throws a frisbree for her brown dog.,0.0
Man sets himself on fire at Breivik trial,Man sets self afire outside Breivik trial,1.0
"The priest, the Rev. John F. Johnston, 64, of 35th Avenue in Jackson Heights, was charged with aggravated harassment and criminal possession of a weapon.","The Rev. John Johnston, 64, was charged with aggravated harassment in the phone call case and with criminal possession of a weapon, according to a police statement.",1.0
A man plays a trumpet.,A man is playing the trumpet.,1.0
American Airlines and Pilots Agree on a New Contract,Romney pledges to 'stand with Israel' on Iran threat,0.0
"the act of protesting, dissenting",the act of breaking something.,0.0
That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,It is a disgrace when we think that the European Union raises champion of the modernisation of economic life!,1.0
"Druce is still being held at the prison and is now in isolation, she said.",Druce last night was held in isolation at the same prison.,1.0
"That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.","Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.",0.0
It stops the flow of electricity.,there is an open path,0.0
"Special police detained Khodorkovsky early on Saturday in the Siberian city of Novosibirsk, where his plane had made a refuelling stop.",Police detained Khodorkovsky early on Saturday when his jet made a refueling stop in the Siberian city of Novosibirsk.,1.0
"In the upper photosphere, the electrons join with the ions to neutralize the atom.",Emission and Absorption lines are due to Kirchhoff's Laws that explain what happens when light passes through a gas.,0.0
Shenzhen stock indices close higher Monday,Shenzhen stock indices close lower -- Oct. 31,0.0
Apps to help you ski:  via NY Times,App Smart: Apps Helps Skiers Get More Out of the Slopes - App Smart,0.0
"Pictures of the Day: Pakistan, Syria, Indonesia, Germany, Phillipines and Mali.",Pictures of the Day: Pakistan and Elsewhere,1.0
A light brown dog is running in the water.,A brown and white dog running into the water,0.0
That provision could open the door wide to arbitrariness.,This point of procedure opens the door to the arbitrary.,1.0
why did one of them attack another with a drill in my school?,what thing has she done and what other thing has she done?,0.0
A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.,1.0
Hollande wins French presidential election,East Timor votes in presidential election,0.0
The problem is simpler than that.,The problem is simple.,1.0
Group of people sitting at table with drinks.,four people sitting at a table.,0.0
The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.,1.0
"Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.","The users are the losers, employees, and European competitiveness and growth régresseront.",1.0
issue bonds on something,issue bonds on.,1.0
A man is dicing an onion.,A woman is cutting an onion.,0.0
A bike jumps through the air.,A boy and his bike leaps into the air.,0.0
A boy jumps into a not-so-crowded public pool.,A man jumps while on a snowboard.,0.0
US State Department faulted over Benghazi,State Dept security chief resigns after Benghazi,0.0
It means its AN option.,Doesnt mean its a BAD option.,0.0
Syrians trade blame over blasts,Israel braces for Arab protests,0.0
"he is the least pc of them all, thus far, and in my opinion.",in the end we are all the same and we return to worm food!,0.0
the obama administration?,the bush administration put them back in.,0.0
thanks i think it can be very easy to focus on what he doesn't do.,many times i can see the faces of the people i helped.,0.0
S Korea MPs to visit Kaesong complex,S. Korea demands talks with N. Korea on closed factory,0.0
Sometimes the amount of exposure compensation available (ie +/- 2 stops) in Aperture priority mode might simply not be enough.,Manual mode can give you more consistent metering when you're taking several photos in a scene.,0.0
"if a path is connected to an oen switch, the bulb will be off.",If a bulb and a switch are in the same path the switch affects the bulb,1.0
A woman cuts up broccoli.,A woman is cutting broccoli.,1.0
My experience is that a normal taxi is always cheaper.,When using a regular taxi make sure it's with a reputable company or you agree upon the rate upfront.,0.0
"the act of  damaging something, causing breakage",the act of breaking something.,1.0
bulbs b and c remain in a closed path with the battery,bulbs B and C are still in closed paths with the battery,1.0
Iran ups oil swap with eastern neighbors,Iran urges rapid release of diplomat,0.0
"What the Papers Say, June 25, 2013","What the Papers Say, Aug. 19, 2013",0.0
because voltage is the difference between two terminals and those terminals were not connected in a closed path,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",0.0
Abdullah ahead in Afghanistan election race,Abdullah leading in Afghan presidential elections,0.0
"Good Read. Agree - Mostly "": Parents? Financial Support May Not Help College Grades  """,Parents? Financial Support Linked to College Grades,1.0
bring in to consonance,bring (several things) into consonance or relate harmoniously.,1.0
"The stock rose $2.11, or about 11 percent, to close on Friday at $21.51 on the New York Stock Exchange.",PG&E Corp. shares jumped $1.63 or 8 percent to $21.03 on the New York Stock Exchange on Friday.,0.0
"For every item, I weigh up the regularity of use, vs the urgency of use.",Stuff is first put into plastic bags according to type.,0.0
"- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.","My party has serious reservations about the regulation of the sale of consumer goods through Community legislation, as it expresses reservations about the concept of mutual recognition of standards.",1.0
that is the entire case.,he left his job in disgrace.,0.0
A brown and white dog is running through the snow.,a brown and white dog is running on the grass.,0.0
I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I also voted against a text which calls for the integration of the Charter of Fundamental Rights in the future Treaty which will be adopted at Nice.,1.0
"Where long-lines used to catch 10 fish per 100 hooks in past decades, they are now lucky to catch one, the study found.","""Whereas long lines used to catch 10 fish per 100 hooks, now they are lucky to catch one,"" Myers said.",1.0
A person in a striped fleece clips a carabiner onto a metal line.,A young woman in a helmet attaches a pulley to a cable.,0.0
"Former Australian PM says ""I Went After Guns. Obama Can, Too.""","Op-Ed Contributor: Australia Banned Assault Weapons. America Can, Too.",1.0
"if we had not gone to afghanistan or iraq, everyone has a different opinion as to whether this country would be safer now.",if a bj was the biggest concern of the nation with the president right now-the whole country would be a lot better.,0.0
Child sliding in the snow.,Man sleeping on the street.,0.0
A woman is brushing some shrimp.,A woman brushes some shrimp.,1.0
"Bomb explodes at Greek shopping mall, two people injured","Bomb explodes at Athens shopping mall, 2 wounded",1.0
Originally Posted by jacko!,Originally Posted by IZZY!,0.0
Nike unveils Rory McIlroy as Tiger's heir apparent. $200 mil deal?!? Makes no business sense to me.,Nike unveils Rory: Tiger's heir apparent,1.0
A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,0.0
U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.,More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.,1.0
"At CPAC, Mitt Romney Stresses Conservative Credentials",CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base,1.0
"personally, i think u just identified one of philosophies greatest weakness, the lack of practical value.","Philosophy is one of many human endeavours to find a meaning in life, and universe, and so on.",0.0
clear mucus from one's throat,clear mucus or food from one's throat.,1.0
You are a Christian.,Therefore you are not a Christian.,0.0
"Table tennis is to ""real"" tennis as ""miniature"" golf (putt-putt) is to ""real golf.",My answer to this question (from years of observing the effects of playing both sports) is both yes and no.,0.0
A puppy is repeatedly rolling from side to side while on its back.,A dog is rolling from side to side.,1.0
A woman is slicing some tofu.,A woman is cutting a block of tofu into small cubes.,1.0
Four women and two men sit at a long table in a restaurant.,A group of people sit at a table in an Italian restaurant.,0.0
This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.,"This rule can also apply to all drugs rÃ©crÃ©ationnelles but dangerous, provided that the consumer of drugs is the only one to run risks.",1.0
I have seen UFO over Warsaw in the past.,"Respectfully submitted, Steve I have seen UFO over Warsaw in the past.",1.0
No deal on fiscal cliff as Obama goes on holiday,"John Boehner: from humble origin, fiscal cliff may be his undoing",0.0
its a gruesome dictatorship - of the kind that was formerly sponsored by the soviets.,their gdp per capita is much lower and the vulnerable are ignored by the government.,0.0
2 killed as more storms batter Britain,Two killed as fierce overnight storms batter Britain,0.0
Two dogs run on the beach.,Brown dog running on the beach.,0.0
A man rides a horse.,A woman rubs a baby's leg.,0.0
A black and white dog runs through the water.,Two black dogs run into the white waves on a beach.,0.0
Turkish leaders call for int'l intervention in Egypt,Turkish FM slams military intervention in Egypt,0.0
"that is a big claim, it would quite an amazing escalation if israel used nuclear bombs on iran.","thus meaning, there would be no investigation, no folow up and of course, no crime ref no for the insurance company.",0.0
"""Being against nukes"" does not mean ""not wanting to use nukes"".","""Being against using nukes"" means ""not wanting to use nukes"".",0.0
by measuring you can find the gap which will show you which bulb is burned out,Measuring voltage indicates whether two terminals are separated by a gap.,0.0
"abhisit is adamant the government will not crack down, but security forces will take action if the protests turn violent.","this assumes that the government is telling us the whole story, which, of course, they are not.",0.0
"Mr Hadley, who has a new partner and child, said: ""I am absolutely delighted.","In a statement issued by his solicitors, Mr Hadley said: ""I am absolutely delighted with the outcome of proceedings.",1.0
"orient, be positioned",be opposite.,0.0
Religion that does that I have a problem with.,Irreligion that doesn't do that I don't have a problem with.,0.0
http://www.php.net/ Down the right hand side there are many user group.,I've just been to a meetup group on Saturday with Sapporo.rb.,0.0
There is still a voltage is the different terminals,A battery uses a chemical reaction to maintain different electrical states at the terminals,0.0
A man and woman are posing for the camera.,A cat sitting on sand looking up at the camera.,0.0
"Cardinal Mahony, abuser of liturgies and shielder of child abusers. So sad and frustrating.","Mahony Shielded Abusive Priests, Documents Show",0.0
Obama renews offer to cut social safety net in big budget deal: aide,Japan urges U.S. to quickly handle budget deadlock,0.0
"4, 5, and 6 are connected to the positive side","Terminals 4, 5 and 6 are connected to the positive battery terminal",1.0
US drone strike kills 11 in Pakistan,US drone kills 18 in NW Pakistan,0.0
pronounce with a nasal twang,pronounce with an initial sibilant.,0.0
"people still care about what happened, i do.",people get dizzy just watching you.,0.0
cause to turn from one course or use to another,cause (a liquid) to leach or percolate.,0.0
It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.,"And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.",1.0
A man in a blue cap is sitting on a stool under a tree.,A dog standing on a beach with a ball nearby.,0.0
The man is shaking hands with other men.,A man is shaking another mans hand.,1.0
the path a bulb is on determines whether or not a switch affects a bulb,If a bulb and a switch are in the same path the switch affects the bulb,0.0
He said at EVERY level.,But he said EVERY level.,1.0
"Two girls arm wrestling, while another looks on.",Two girls arm wrestle while a third girl in a pink shirt and glasses watches.,0.0
This is a tough question to answer and requires a lot more information about body mechanics than I have.,Movement is actually an essential part of maintenance and recovery.,0.0
"We know that the Puppeteer homeworld achieved 3% of the speed of light in 8 years, according to Juggler of Worlds.",How close to the Ringworld was the Fleet of Worlds?,0.0
Afghan District Governor Defects To Taliban,Afghan politician defects to Taliban,0.0
A black dog is running in the grass.,A boy running through green grass.,0.0
its hard to understand why the brits would desire to be assimilated into the eu.,i think there are numerous instances where our justice system is simply too punitive.,0.0
A man is playing the piano.,The man is playing the violin.,0.0
"I disagree that there's ""no other choice"" than to be funded by public organizations.",I wish to provide an answer with a concrete example of why funding pure mathematics is a fruitful endeavor.,0.0
"A coalition of campaign groups, including the militant national students body, is backing the protests, which the NLC called in defiance of a court order banning them.","A coalition of campaign groups, including the militant national students body, is backing the action and is mobilising for protests.",1.0
her police detail is reduced.,the police squad rode bicycles alongside the car.,0.0
i just don't get this.,it just doesn't make sense.,1.0
Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.,The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account.,1.0
The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.,Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.,1.0
"""They were an inspirational couple, selfless and courageous,"" said the Oscar-winning film director.","He said: “They were an inspirational couple, selfless and courageous.",0.0
Series of bombings kills 15 in Iraq,Wave of bombings kills 50 in Iraq,0.0
a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.,1.0
so much for decision day.,"for them, and for the country.",0.0
"cause or become accessible state, make or become available",cause to experience or suffer or make liable or vulnerable to.,0.0
A dog is on the beach near a ball.,A guy is going up for a lay-up on a basketball court.,0.0
A tent and a campsite in a sunlit forest.,A white dog on a beach is carrying a stick in its mouth.,0.0
Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.,0.0
think it's going to stay that way with less police?,is there any way that can be avoided?,0.0
You can read books by people who talk about it or read biographies of people who have it.,There's a nice article on developing mental toughness on Ralph Jean-Paul's blog.,0.0
A man is meditating.,The man is riding the horse.,0.0
"U.S. bans carry-on liquids, gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,1.0
Super typhoon hits Philippines,Most powerful typhoon of 2013 hits the Philippines,0.0
Israeli war jet strikes on northern Gaza,Israeli air strike on sourthern Gaza town kills seven,0.0
Black and white cow standing in grassy field.,A black and white horned cow standing in a field.,1.0
A woman is taking a bath.,A woman is riding a horse.,0.0
It is not recommended to use greywater on vegetables that you will eat directly.,Adding soap to water allows the water to dissolve oils.,0.0
A man and a woman looking at the camera.,A man and a woman laughing.,0.0
"Declarations must be followed by concrete steps to trace, freeze, seize and confiscate the proceeds of crime.","The debate must be followed by concrete actions to identify, freeze, seize and confiscate the proceeds of crime.",1.0
"U.S. closes embassy in Libya, evacuates staffers",US Evacuates Embassy in Libya Amid Unrest,0.0
A man playing fetch with two brown dogs.,A woman plays with a brown dog.,0.0
One might argue that the skill of critical thinking is the sum of the goal of higher education.,There is a classic paper by Halpern (1998) on the topic.,0.0
I've grown Pak Choy a few times and I get a bit of colour variation.,"I had it few times, bought in a nursery, and they were exactament so.",0.0
A man is bowling.,A kitten is walking.,0.0
Indonesia: Schoolchildren among 14 killed by Indonesia volcano eruption,Indonesia: Six dead in Indonesian volcanic eruption,0.0
I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.,"I know that in France, the principle of slaughter of whole herd has been implemented and that this is not the best way to combat this phenomenon.",1.0
mark or cover with or as if with dots,cover with or as if with a cloak.,0.0
"coat, cover, or treat the surface of",put a coat on; cover the surface of; furnish with a surface.,1.0
"A black hole (briefly), is nothing more than a dead star whose mass was more than 3 solar masses.","I think you mean to ask, ""What is the local sidereal time of Greenwhich?"".",0.0
my side did this; your side did that.,where did i say it did?,0.0
"Mr President, I rise in defence of the workers in the industry.","Mr President, I hold to the defence of workers in this sector.",1.0
"I have had great luck with Thundershirts in calming my pets, both cats and dogs.",One thing to keep in mind is to not try to comfort your pet.,0.0
Egypt's Muslim Brotherhood Refuses to Back Down,Egyptian court sentences Muslim Brotherhood leader to life in prison,0.0
Sylvester Stallone's son found dead in Hollywood,"Sylvester Stalloneâ€™s son, Sage Stallone, found dead in Hol",1.0
Men are playing soccer.,Two teams play soccer.,0.0
i am heart sorry for you.,it's not healthy for our nation.,0.0
This is interesting - NYTimes: Parents? Financial Support May Not Help College Grades,Parents? Financial Support Linked to College Grades,1.0
Two dogs are playing on the beach together.,Two black dogs are playing in a grass.,0.0
"Egypt's Brotherhood to hold ""march of anger""",Egypt's Brotherhood holds Day of Rage rallies,0.0
The smiling woman at the beach is buried in seaweed.,A girl in a cowboy hat with a sheep on a leash.,0.0
Trending news across China on Oct 20,"Trending news across China, Sept 15",0.0
"Two Earthquakes Hit Northwest China, 11 Dead",Twin quakes kill 89 in China,0.0
The interface between ACR and Photoshop has changed a couple of times over the years.,Adobe in their wisdom decided to force you to upgrade Photoshop if you splash out on a new camera model.,0.0
(yes heteros sometimes abuse their children) after a while he finds out that his new wife is a lesbian and does not love him.,"and yes the two bombs ended the pacific war, with out them we would have been forced to invade them.",0.0
"Typhoon Haiyan kills 1,774 in Philippines",Typhoon Haiyan: 195mph winds batter Philippines,0.0
Prosecutors did an about-face in May and asked that the autopsy reports be unsealed after portions of Conner Peterson's autopsy report favorable to the defense were leaked to the media.,They asked that the autopsy reports be unsealed after portions of the autopsy report on Peterson's unborn son that were favorable to the defense were leaked to the media.,1.0
A man in a black shirt swims next to a girl on a pink surf board.,A man swimming beside a girl on a pink body board.,0.0
the state of being employed,the state of being excommunicated.,0.0
when i am up there i can not see my family at all.,they are just doing another day at work.,0.0
